Emotions,Path
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-02-01-02-02-09.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-01-09.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-02-09.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-01-09.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-02-09.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-01-09.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-02-09.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-01-09.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-02-09.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-03-02-01-01-09.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-03-02-01-02-09.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-03-02-02-01-09.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-03-02-02-02-09.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-04-01-01-01-09.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-04-01-01-02-09.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-04-01-02-01-09.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-04-01-02-02-09.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-04-02-01-01-09.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-04-02-01-02-09.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-04-02-02-01-09.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-04-02-02-02-09.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-05-01-01-01-09.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-05-01-01-02-09.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-05-01-02-01-09.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-05-01-02-02-09.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-05-02-01-01-09.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-05-02-01-02-09.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-05-02-02-01-09.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-05-02-02-02-09.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-06-01-01-01-09.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-06-01-01-02-09.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-06-01-02-01-09.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-06-01-02-02-09.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-06-02-01-01-09.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-06-02-01-02-09.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-06-02-02-01-09.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-06-02-02-02-09.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-07-01-01-01-09.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-07-01-01-02-09.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-07-01-02-01-09.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-07-01-02-02-09.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-07-02-01-01-09.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-07-02-01-02-09.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-07-02-02-01-09.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-07-02-02-02-09.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-08-01-01-01-09.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-08-01-01-02-09.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-08-01-02-01-09.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-08-01-02-02-09.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-08-02-01-01-09.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-08-02-01-02-09.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-08-02-02-01-09.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_09/03-01-08-02-02-02-09.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-01-10.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-02-10.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-01-10.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-02-10.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-02-01-01-01-10.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-02-01-01-02-10.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-01-10.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-02-10.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-01-10.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-02-10.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-01-10.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-02-10.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-01-10.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-02-10.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-01-10.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-02-10.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-01-10.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-02-10.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-01-10.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-02-10.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-01-10.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-02-10.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-01-10.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-02-10.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-01-10.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-02-10.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-01-10.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-02-10.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-01-10.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-02-10.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-01-10.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-02-10.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-01-10.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-02-10.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-01-10.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-02-10.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-01-10.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-02-10.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-01-10.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-02-10.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-01-10.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-02-10.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-01-10.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-02-10.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-01-10.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-02-10.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-01-10.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-02-10.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-01-10.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-02-10.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-01-10.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-02-10.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-01-10.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-02-10.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-01-10.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-02-10.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-08-02-01-01-10.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-08-02-01-02-10.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-01-10.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-02-10.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-01-01-01-01-11.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-01-01-01-02-11.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-01-01-02-01-11.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-01-01-02-02-11.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-02-01-01-01-11.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-02-01-01-02-11.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-02-01-02-01-11.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-02-01-02-02-11.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-02-02-01-01-11.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-02-02-01-02-11.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-02-02-02-01-11.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-02-02-02-02-11.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-03-01-01-01-11.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-03-01-01-02-11.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-03-01-02-01-11.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-03-01-02-02-11.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-03-02-01-01-11.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-03-02-01-02-11.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-03-02-02-01-11.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-03-02-02-02-11.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-04-01-01-01-11.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-04-01-01-02-11.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-04-01-02-01-11.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-04-01-02-02-11.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-01-11.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-02-11.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-04-02-02-01-11.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-04-02-02-02-11.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-01-11.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-02-11.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-05-01-02-01-11.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-05-01-02-02-11.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-05-02-01-01-11.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-05-02-01-02-11.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-01-11.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-02-11.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-06-01-01-01-11.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-06-01-01-02-11.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-06-01-02-01-11.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-06-01-02-02-11.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-06-02-01-01-11.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-06-02-01-02-11.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-06-02-02-01-11.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-06-02-02-02-11.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-01-11.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-02-11.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-07-01-02-01-11.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-07-01-02-02-11.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-01-11.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-02-11.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-07-02-02-01-11.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-07-02-02-02-11.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-08-01-01-01-11.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-08-01-01-02-11.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-08-01-02-01-11.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-08-01-02-02-11.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-08-02-01-01-11.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-08-02-01-02-11.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-08-02-02-01-11.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_11/03-01-08-02-02-02-11.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-01-01-01-01-12.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-01-01-01-02-12.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-01-01-02-01-12.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-01-01-02-02-12.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-02-01-01-01-12.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-02-01-01-02-12.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-02-01-02-01-12.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-02-01-02-02-12.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-02-02-01-01-12.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-02-02-01-02-12.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-02-02-02-01-12.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-02-02-02-02-12.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-03-01-01-01-12.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-03-01-01-02-12.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-03-01-02-01-12.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-03-01-02-02-12.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-03-02-01-01-12.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-03-02-01-02-12.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-03-02-02-01-12.wav
happy,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-03-02-02-02-12.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-04-01-01-01-12.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-04-01-01-02-12.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-04-01-02-01-12.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-04-01-02-02-12.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-04-02-01-01-12.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-04-02-01-02-12.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-04-02-02-01-12.wav
sad,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-04-02-02-02-12.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-05-01-01-01-12.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-05-01-01-02-12.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-05-01-02-01-12.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-05-01-02-02-12.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-05-02-01-01-12.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-05-02-01-02-12.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-05-02-02-01-12.wav
angry,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-05-02-02-02-12.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-06-01-01-01-12.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-06-01-01-02-12.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-06-01-02-01-12.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-06-01-02-02-12.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-06-02-01-01-12.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-06-02-01-02-12.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-06-02-02-01-12.wav
fear,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-06-02-02-02-12.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-07-01-01-01-12.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-07-01-01-02-12.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-07-01-02-01-12.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-07-01-02-02-12.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-07-02-01-01-12.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-07-02-01-02-12.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-07-02-02-01-12.wav
disgust,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-07-02-02-02-12.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-08-01-01-01-12.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-08-01-01-02-12.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-08-01-02-01-12.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-08-01-02-02-12.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-08-02-01-01-12.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-08-02-01-02-12.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-08-02-02-01-12.wav
surprise,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_12/03-01-08-02-02-02-12.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-01-13.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-02-13.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-01-13.wav
neutral,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-02-13.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-02-01-01-01-13.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-02-01-01-02-13.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-01-13.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-02-13.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-02-02-01-01-13.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-02-02-01-02-13.wav
calm,E:/Specch Emotion Detection/dataset/audio_speech_actors_01-24/Actor_13/03-01-02-02-02-01-13.wav
